,Title,Type,year,actors_info,language,subtitles
9235,El super chef,film,1997,"['Jackie Chan', 'Richard Norton', 'Miki Lee', 'Karen McLymont', 'Vince Poletto', 'Barry Otto']",['Español'],['Español']
9236,Yo fui el doble de Montgomery,film,1958,"['M. E. Clifton-James', 'John Mills', 'Cecil Parker', 'Patrick Allen', 'Patrick Holt', 'Leslie Phillips', 'Michael Hordern', 'Marius Goring', 'Barbara Hicks', 'Duncan Lamont', 'Anthony Sagar', 'John Gale', 'Kenneth J. Warren']",['Español'],['Español']
9237,Una bala sin nombre,film,1957,"['Audie Murphy', 'Charles Drake', 'Joan Evans', 'Virginia Grey', 'Warren Stevens', 'R.G. Armstrong', 'Willis Bouchey', 'Edgar Stehli']",['Español'],[]
9238,Los diez mandamientos,film,1923,"['Theodore Roberts', 'Charles de Rochefort', 'Estelle Taylor', 'Julia Faye', 'Pat Moore', 'James Neill', 'Lawson Butt']",['Ninguno'],[]
9239,La espada invencible,film,1980,"['John Terry', 'Jack Palance', 'Bernard Bresslaw', 'Ray Charleson', 'William Morgan Sheppard', 'Patricia Quinn', 'Cheryl Campbell', 'Harry Andrews']",['Español'],['Español']
9240,Horizontes azules,film,1955,"['Fred MacMurray', 'Charlton Heston', 'Barbara Hale', 'Donna Reed', 'Herbert Heyes', 'William Demarest', 'Alan Reed', 'Argentina Brunetti', 'Lester Matthews', 'Bill Walker', 'Ralph Moody', 'Julia Montoya', 'Helen Wallace', 'Larry Pennel', 'Eduardo Noriega']",['Español'],['Español']
9241,El visitante nocturno,film,1971,"['Trevor Howard', 'Max Von Sydow', 'Liv Ullmann', 'Per Oscarsson', 'Rupert Davies', 'Andrew Keir']",['Español'],['Español']
9242,El único evadido,film,1957,"['Hardy Krüger', 'Michael Goodliffe', 'Terence Alexander', 'Julian Somers', 'Alec McCowen', 'Richard Marner', 'Paul Hansard']",['Español'],['Español']
9243,El levantamiento de los seminolas,film,1955,"['George Montgomery', 'Karin Booth', 'William Fawcett', 'Steven Ritch', 'Ed Hinton', 'John Pickard', 'Jim Moloney', 'Rory Mallinson']",['Español'],[]
9244,"Cromwell, el rey de los bárbaros",film,1982,"['Lee Horsley', 'Kathleen Beller', 'George Maharis', 'Richard Lynch', 'Joe Regalbuto', 'Alan Caillou', 'Simon MacCorkindale', 'Anthony De Longis', 'Richard Moll', 'Nina Van Pallandt', 'Jay Robinson', 'Anna Bjorn', 'Peter Breck', 'Christopher Cary', 'Michaël Evans', 'Corinne Calvet']",['Español'],['Español']
9245,Cómo destruir al más famoso agente secreto del mundo,film,1973,"['Jean-Paul Belmondo', 'Jacqueline Bisset', 'Vittorio Caprioli', 'Hans Meyer', 'Mario David', 'Bruno Garcin', 'Monique Tarbès', 'Raymond Gérôme', 'Jean Lefebvre', 'René Barrera']",['Español'],['Español']
9246,Alerta: Misiles,film,1977,"['Burt Lancaster', 'Richard Widmark', 'Charles Durning', 'Melvyn Douglas', 'Paul Winfield', 'Burt Young', 'Joseph Cotten', 'William Abney', 'Charles Aidman', 'Ed Bishop', 'Roscoe Lee Browne', ""Gerald S. O'Loughlin"", 'Richard Jaeckel', 'Charles McGraw']",['Español'],['Español']
9247,El otro lado de la medianoche,film,1977,"['Marie-France Pisier', 'John Beck', 'Susan Sarandon', 'Raf Vallone', 'Clu Gulager', 'Christian Marquand', 'Michael Lerner', 'Sorrell Booke', 'Howard Hesseman']",['Español'],['Español']
9248,El justiciero de Kansas,film,1965,"['Stewart Granger', 'Pierre Brice', 'Larry Pennell', 'Leticia Roman', 'Terence Hill', 'Milan Srdoc', 'Wolfgang Lukschy', 'Erik Schumann', ""Velimir 'Bata' Zivojinovic"", 'Dusan Antonijevic', 'Vladimir Medar', 'Hermina Pipinic']",['Español'],['Español']
9249,El magnate,film,1984,"['Danny DeVito', 'Rhea Perlman', 'Gerrit Graham', 'Kevin Mccarthy', 'Jayne Meadows', 'Steve Allen', 'Peter Brocco', 'Randi Brooks', 'Bernadette Birkett', 'Barry Corbin']",['Español'],['Español']
9250,El joven y la cuarentona,film,1971,"['Jean Simmons', 'Leonard Whiting', 'Evelyn Laye', 'Derek Francis', 'Geoffrey Bayldon', 'James Cossins', 'Edward Atienza', 'Frank Middlemass', 'Gwen Nelson', 'Susan Penhaligon']",['Español'],['Español']
9251,El invitado de invierno,film,1997,"['Emma Thompson', 'Phyllida Law', 'Sheila Reid', 'Gary Hollywood', 'Srlene Cockburn', 'Sandra Voe', 'Sean Biggerstaff', 'Douglas Murphy']",['Español'],['Español']
9252,El griego de oro,film,1978,"['Anthony Quinn', 'Jacqueline Bisset', 'Raf Vallone', 'Edward Albert', 'James Franciscus', 'Camilla Sparv', 'Marilú Tolo', 'Charles Durning', 'Luciana Paluzzi', 'Robin Clarke', 'Kathryn Leigh Scott', 'Roland Culver', 'Joss Ackland']",['Español'],['Español']
9253,El espía (1952),film,1952,"['Ray Milland', 'Martin Gabel', 'Harry Bronson', 'Rita Vale', ""Rex O'Malley"", 'John McKutcheon', 'Joe Conlin']",['Ninguno'],[]
9254,El desertor (1966),film,1966,"['Montgomery Clift', 'Hardy Krüger', 'Roddy McDowall', 'Macha Méril', 'David Opatoshu', 'Christine Delaroche', 'Hannes Messemer', 'Karl Lieffen', 'Uta Levka', 'Johannes Buzalski', 'Jean-Luc Godard', 'Eduard Linkers', 'Rolf Zacher']",['Español'],[]
9255,El vaquero y la dama,film,1938,"['Gary Cooper', 'Merle Oberon', 'Patsy Kelly', 'Walter Brennan', 'Fuzzy Knight', 'Mabel Todd', 'Henry Kolker', 'Harry Davenport', 'Emma Dunn', 'Walter Walker']",['Español'],['Español']
9256,Justicia a ciegas,film,1994,"['Armand Assante', 'Elisabeth Shue', 'Robert Davi', 'Adam Baldwin', 'Ian McElhinney', 'Danny Nucci', 'M. C. Gainey', 'Titus Welliver', 'Jack Black', ""Michael O'Neill"", 'Douglas Roberts', 'Carlos Cervantes']",['Español'],['Español']
9257,Dulces sueños,film,1985,"['Jessica Lange', 'Ed Harris', 'Ann Wedgeworth', 'David Clennon', 'James Staley', 'John Goodman', 'Gary Basaraba']",['Español'],['Español']
9258,"Día D, Hora H",film,1950,"['David Brian', 'John Agar', 'Frank Lovejoy', 'William Campbell', 'Paul Picerni', 'Greg McClure', 'Richard Monahan', 'Edward Norris', 'Matt Willis', 'Dick Wrsson', 'Suzanne Dalbert', 'William Self', 'Danny Arnold', 'Danni Sue Nolan', 'Howard Negley']",['Español'],['Español']
9259,Desnudo en Nueva York,film,1993,"['Eric Stoltz', 'Mary-Louise Parker', 'Ralph Macchio', 'Jill Clayburgh', 'Tony Curtis', 'Timothy Dalton', 'Kathleen Turner', 'Whoopi Goldberg', 'Lisa Gay Hamilton', 'Griffin Dunne', 'Burr Steers']",['Español'],['Español']
9260,De cabeza,film,1998,"['Alex Dimitriades', 'Paul Capsis', 'Julian Gamer', 'Tony Niko', 'Elena Mandalis', 'Damien Fotiou', 'Eugenia Fragos']",['Español'],['Español']
9261,Coraje de mujer,film,1997,"['Dana Delany', 'Annabeth Gish', 'Angelina Jolie', 'Tina Majorino', 'Rachael Leigh Cook', 'Michael York', 'Jeffrey Nordling', 'Salli Richardson-Whitfield', 'Tony Todd', 'Julie Carmen', 'Matthew Glave', 'Terrence Mann']",['Español'],['Español']
9262,Canguro último modelo,film,1991,"['Martin Sheen', 'Jacqueline Bisset', 'Victoria Shalet', 'Jean-Pierre Cassel', 'James Faulkner', 'Isabelle Guiard', 'Dominic Gould', 'Catherine Lachens', 'Joe Cosgrove', 'Carina Barone', 'Jerry Di Giacomo', 'Jean Martin', 'Philippe Dehesdin', 'Catherine Alcover', 'Rémy Burkel', 'Virginia Vogwill', 'Myriam Moszko', 'Bela Grushka']",['Español'],['Español']
9263,El valor del honor,film,1990,"['Charlie Sheen', 'Martin Sheen', 'Laurence Fishburne', 'Jay Brazeau', 'Matt Clark', 'Tom McBeath', 'David Glyn-Jones', 'Jenn Griffin', 'Tony Pantages', 'Deryl Hayes', ""David Michael O'Neill"", 'Roark Critchlow']",['Español'],['Español']
9264,Brother to Brother,film,2004,"['Anthony Mackie', 'Larry Gilliard Jr.', 'Duane Boutte', 'Daniel Sunjata', 'Alex Burns', 'Ray Ford', 'Aunjanue Ellis', 'Roger Robinson', 'Brian Everett Chandler', 'Kevin Jackson', 'Billoah Greene', 'Lucas Papaelias', 'Oni Faida Lampley', 'James Martinez', 'Randy Frazier', 'Leith M. Burke']",['Español'],['Español']
9265,Bésame Guido,film,1997,"['Nick Scotti', 'Anthony Barrile', 'Anthony DeSando', 'Craig Chester', 'Tony Vitale', 'Christopher Lawford', 'David Deblinger']",['Español'],['Español']
9266,Así nace una fantasía,film,1938,"['Adolphe Menjou', 'Jimmy Ritz', 'Harry Ritz', 'Al Ritz', 'Vera Zorina', 'Kenny Baker', 'Edgar Bergen', 'Charlie McCarthy', 'Helen Jepson', 'Phil Baker', 'Ella Logan', 'Bobby Clark']",['Español'],['Español']
9267,Viscosidad,film,1977,"['Michael Alldredge', 'Cheryl Smith', 'Chris Witney']",['Español'],[]
9268,San Francisco,film,1936,"['Clark Gable', 'Jeanette MacDonald', 'Spencer Tracy', 'Jack Holt', 'Jessie Ralph', 'Ted Healy', 'Harold Huber', 'Shirley Ross', ""Deniss O'Keefe""]",['Español'],[]
9269,El cerebro de un billón de dólares,film,1967,"['Michael Caine', 'Karl Malden', 'Ed Begley', 'Oskar Homolka', 'Françoise Dorléac', 'Guy Doleman', 'Vladek Sheybal', 'Milo Sperber', 'Janos Kurutz']",['Español'],[]
9270,Pepe,film,1960,"['Mario Moreno ""Cantinflas""', 'Dan Dailey', 'Shirley Jones', 'Vicki Trickett', 'Bing Crosby', 'Carlos Montalbán', 'Maurice Chevalier', 'Michael Callan', 'Richard Conte', 'Bobby Darin', 'Zsa Zsa Gabor', 'Sammy Davis Jr.', 'Jimmy Durante', 'Judy Garland', 'Hedda Hopper', 'Greer Garson', 'Joey Bishop', 'Ernie Kovacs', 'Janet Leigh', 'Peter Lawford', 'Kim Novak', 'Jack Lemmon', 'Donna Reed', 'Debbie Reynolds', 'Edward G. Robinson', 'Tony Curtis', 'Cesar Romero', 'Frank Sinatra', 'Charles Coburn', 'Dean Martin']",['Español'],[]
9271,Los fabulosos Dorseys,film,1947,"['Tommy Dorsey', 'Jimmy Dorsey', 'Janet Blair', 'Paul Whiteman', 'William Lundigan', 'Sara Allgood', 'Arthur Shields', 'Dave Willock', 'William Bakewell', 'James Flavin', 'Charlie Barnet', 'Bob Eberly', 'Henry Busse', 'Mike  Pingatore', ""Helen O'Connell""]",['Español'],['Español']
9272,La Luna en Scorpio,film,1987,"['Britt Ekland', 'John Phillip Law', 'Robert Quarry', 'Jillian Kesner', 'Ken Smolka']",['Español'],[]
9273,La calle del Delfín Verde,film,1947,"['Lana Turner', 'Van Heflin', 'Donna Reed', 'Richard Hart', 'Frank Morgan', 'Edmund Gwenn', 'Dame May Whitty', 'Gladys Cooper', 'Reginald Owen']",['Español'],[]
9274,El viento,film,1986,"['Meg Foster', 'Wings Hauser', 'Steve Railsback', 'Robert Morley', 'David McCallum']",['Español'],[]
9275,El secreto de la ouija,film,1987,"['Jon Michael', 'Gabriela Hassel', 'Helena Rojo', 'Joe Herrera', 'Raúl Araiza Jr.', 'Juan Ignacio Aranda', 'Roberto Palazuelos', 'Cecilia Tijerina', 'Mario Iván Martínez', 'Mindie McCullum', 'Jorge Luke', 'George Belanger', 'Jose Zambrano Casella', 'Eduardo Noriega']",['Español'],[]
9276,Reacción viva (C.H.U.D. II),film,1989,"['Brian Robbins', 'Bill Calvert', 'Tricia Leigh Fisher', 'Gerrit Graham', 'Robert Vaughn', 'Larry Cedar', 'Bianca Jagger', 'Robert Englund']",['Español'],[]
9277,Spiritual Kung Fu,film,1978,"['Jackie Chan', 'Hsiu-yi Fang', 'Chih-Ping Chiang', 'Hong Hsu', 'Yuan Hsu', 'Ching Fu Li', 'Wen-Tai Li']",['Español'],[]
9278,Sólo una bandera,film,1951,"['Alan Ladd', 'Lizabeth Scott', 'Arthur Kennedy', 'John Ireland', 'Jeff Corey', 'James Bell', 'Bert Freed', 'Walter Sande', 'Neville Brand', 'Carleton Young']",['Español'],[]
9279,Si te encuentras con Sartana... ruega por tu muerte,film,1968,"['Gianni Garko', 'Klaus Kinski', 'Fernando Sancho', 'William Berger', 'Sydney Chaplin', 'Gianni Rizzo', 'Andrea Scotti', 'Carlo Tamberlani', 'Franco Pesce', 'Heidi Fischer']",['Español'],['Español']
9280,Retorno al condado de Macon,film,1975,"['Nick Nolte', 'Don Johnson', 'Robin Mattson', 'Robert Viharo', 'Eugene Daniels', 'Matt Greene', 'Devon Ericson', 'Ron Prather', 'Philip Crews', 'Laura Sayer']",['Español'],['Español']
9281,Playa roja,film,1967,"['Cornel Wilde', 'Rip Torn', 'Jean Wallace', 'Jaime Sánchez', 'Dale Ishimoto', 'Genki Koyama']",['Español'],[]
9282,¡Peligro... línea 7000!,film,1965,"['James Caan', 'Laura Devon', 'Gail Hire', 'Charlene Holt', 'John Robert Crawford', 'Marianna Hill']",['Español'],[]
9283,Los abismos de las Bermudas,film,1978,"['Leigh McCloskey', 'Carl Wealthers', 'Connie Sellecca', 'Julie Woodson', 'Ruth Attaway', 'Burl Ives', 'Elise Frick', 'Nicholas Ingham']",['Español'],[]
9284,La tienda negra,film,1956,"['Donald  Sinden', 'Anthony Steel', 'Anna Maria Sandri', 'Andre Morell', 'Terence Sharkey', 'Donald Pleasence', 'Ralph Truman', 'Anthony Bushell']",['Español'],[]
9285,La mujer del granjero,film,1928,"['Jameson Thomas', 'Lilian Hall-Davis', 'Gordon Harker']",['Ninguno'],[]
9286,El cuervo (1942),film,1942,"['Alan Ladd', 'Veronica Lake', 'Robert Preston', 'Laird Cregar', 'Tully Marshall', 'Marc Lawrence', 'Olin Howland', 'Roger Imhof']",['Español'],[]
9287,La casa que nunca muere,film,1970,"['Barbara Stanwyck', 'Richard Egan', 'Michael Anderson Jr.', 'Kitty Winn', 'Doreen Lang', 'Mabel Albertson']",['Español'],['Español']
9288,La brigada suicida,film,1947,"[""Dennis O'Keefe"", 'Mary Meade', 'Alfred Ryder', 'Wallace Ford', 'June Lockhart', 'Charles McGraw']",['Español'],[]
9289,La brigada de los condenados,film,1969,"['Curd Jürgens', 'Jack Palance', 'Thomas Hunter', 'Wolfgang Preiss', 'Helmuth Schneider', 'Aldo Sambrell', 'Diana Lorys', 'Franco Fantasia', 'Gérard Herter', 'Mirko Ellis', 'Bruno Corazzari']",['Español'],[]
9290,Juego sucio,film,1931,"['Edmund Gwenn', 'Jill Esmond', 'John Longden', 'C. V. France', 'Helen Haye', 'Phyllis Konstam', 'Frank Lawton']",['Español'],[]
9291,Japón bajo el terror del monstruo,film,1954,"['Akira Takarada', 'Momoko Kôchi', 'Akihiko Hirata', 'Toranosuke Ogawa', 'Takashi Shimura', 'Fuyuki Murakami', 'Raymond Burr', 'Ren Yamamoto', 'Sachio Sakai', 'Kokuten Kôdô', 'Seijirô Onda', 'Hiroshi Hayashi']",['Español'],['Español']
9292,Vampira,film,1974,"['David Niven', 'Teresa Graves', 'Peter Bayliss', 'Christopher Sandford', 'Jennie Linden', 'Bernard Bresslaw', 'Nicky Henson', 'Andrea Allan', 'Linda Hayden', 'Veronica Carlson', 'Cathie Shirriff', 'Frank Thornton', 'Kenneth Cranham', 'Luan Peters', 'Nadim Sawalha']",['Español'],[]
9293,Hiena salvaje II,film,1983,"['Jackie Chan', 'James Tien', 'Chen Hui-Lou', 'Dean Shek', 'Austin Wai', 'Yen Shi-Kwan', 'Eun-ju Im', 'Wing Man Kuen', 'Hon Kwok-Choi', 'Ma Chi', 'Cheng Ka-Sang']",['Español'],['Español']
9294,Verde es el peligro,film,1946,"['Sally Gray', 'Trevor Howard', 'Alastair Sim', 'Rosamund John', 'Leo Genn', 'Judy Campbell', 'Megs Jenkins', 'Moore Marriott']",['Español'],[]
9295,Galaxina,film,1980,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schereiber', 'J. D. Hinton', 'Lionel Mark Smith', 'Tad Horino', 'Ronald Knight', 'Percy Rodrigues', 'Herb Kaplowitz', 'Aesop Aquarian', 'Angelo Rossitto', 'Nancy McCauley', 'Fred D. Scott', 'David A. Cox', 'Peter Schrum']",['Español'],[]
9296,Fría como un diamante,film,1973,"['Donald Sutherland', ""Jennifer O'Neill"", 'Patrick Magee', 'Robert Duvall', 'Eric Braeden', 'Jon Cypher']",['Español'],['Español']
9297,Estudio de modelos,film,1969,"['Anouk Aimee', 'Gary Lockwood', 'Alexandra Hay', 'Carol Cole', 'Neil Elliot', 'Severn Darden', 'Jacqueline Mille', 'Duke Hobbie', 'Anne Randall']",['Español'],['Español']
9298,Estrella de cristal,film,1986,"['C. Juston Campbell', 'Faye Bolt', 'John W. Smith', 'Taylor Kingsley', 'Marcis Linn', 'Eric Moseng', 'Thomas William', 'Don Kingsley', 'Robert Allen', 'Emily Longstreth', 'Lisa Goulian', 'Charles Linza', 'Randall England']",['Español'],['Español']
9299,Escape de Sobibor,film,1987,"['Rutger Hauer', 'Joanna Pacula', 'Alan Arkin', 'Linal Haft', 'Jack Shepherd']",['Español'],['Español']
9300,El último obstáculo,film,1969,"['Oliver Reed', 'Michael J. Pollard', 'Wolfgang Preiss', 'John Alderton', 'Helmut Lohner', 'Peter Carsten', 'Karin Baal', 'Ralf Wolter', 'JÜrgen Drager', 'Maria Brockerhoff', 'Til Kiwe', 'Ernst Fritz Fürbringer', 'Erik Jelde', 'Fred Haltiner', 'James Donald']",['Español'],['Español']
9301,El gran duelo,film,1970,"['Kirk Douglas', 'Johnny Cash', 'Jane Alexander', 'Karen Black', 'Raf Vallone', 'Keith Carradine', 'Dana Elcar', 'Robert J. Wilke', 'Eric Douglas', 'Paul Lambert', 'James Cavasos', 'Philip L. Mead', 'George Le Brow', 'John J. Wallwork', 'Neil Davis']",['Español'],['Español']
9302,El furor de la codicia,film,1971,"['Jean-Paul Belmondo', 'Omar Sharif', 'Robert Hossein', 'Renato Salvatori', 'Dyan Cannon', 'Nicole Calfan', 'José Luis de Vilallonga', 'Myriam Colombi', 'Raoul Delfosse']",['Español'],[]
9303,El fantasma del motel,film,1983,"['Bill Thurman', 'Anna Chappell', 'Will Mitchel', 'Virginia Loridans', 'Major brock', 'James Bradford', 'Amy Hill', 'Marian Jones', 'Gregg Brazzel', 'Jill King']",['Español'],[]
9304,El Dios de la muerte asesina otra vez,film,1972,"['Alex Cord', 'John Marley', 'Nadja Tiller', 'Horst Frank', 'Enzo Cerusico', 'Carlo De Mejo', 'Christina Von Blanc', 'Mario Maranzana']",['Español'],[]
9305,Contaminación: Alien invade la Tierra,film,1980,"['Gisela Hahn', 'Ian McCulloch', 'Louise Marleau', 'Siegfried Rauch']",['Inglés'],[]
9306,Cañones para Córdoba,film,1970,"['George Peppard', 'Giovanna Ralli', 'Raf Vallone', 'Don Gordon', 'Nico Minardos', 'Pete Duel']",['Español'],[]
9307,Camino de Oregón,film,1967,"['Kirk Douglas', 'Robert Mitchum', 'Richard Widmark', 'Lola Albright', 'Michael Witney', 'Stubby Kaye', 'Sally Field', 'Katherine Justice', 'Michael McGreevey', 'Connie Sawyer', 'Harry Carey Jr.', 'Sam Elliott']",['Español'],[]
9308,Bajo cualquier bandera,film,1970,"['Tony Curtis', 'Charles Bronson', 'Michèle Mercier', 'Patrick Magee', 'Grégoire Aslan', 'Leo Gordon', 'John Alderson']",['Español'],[]
9309,Águila Gris,film,1977,"['Ben Johnson', 'Iron Eyes Cody', 'Lana Wood', 'Jack Elam', 'Cindy Butler', 'Paul Fix', 'John Welsh', 'Alex Cord', 'Jimmy Clem']",['Español'],[]
9310,Sólo falta el asesino,film,1992,"['John Candy', 'James Belushi', 'Cybill Shepherd', 'Sean Young', 'Richard Lewis', 'Ornella Muti', 'Giancarlo Giannini', 'George Hamilton', 'Eugene Levy', 'Elsa Martinelli']",['Español'],['Español']
9311,Tres historias para no dormir,film,1986,"['Nicole Picard', 'Scott Valentine', 'Cathryn de Prume', 'Melissa Leo', 'Phyllis Craig', 'Jeffrey Delman', 'Kathy Fleig', 'Brian DePersia', 'Michael Mesmer', 'Matt Mitler']",['Español'],['Español']
9312,El día de los animales,film,1977,"['Christopher George', 'Leslie Nielsen', 'Lynda Day George', 'Richard Jaeckel', 'Michael Ansara', 'Ruth Roman', 'Jon Cedar', 'Paul Mantee', 'Walter Barnes', 'Andrew Stevens', 'Susan Backlinie', 'Kathleen Bracken', 'Bobby Porter', 'Michelle Stacy']",['Español'],['Español']
9313,La muerte era su juego,film,1976,"['Marjoe Gortner', 'Lynda Carter', 'Jesse Vint', 'Merrie Lynn Ross', 'Belinda Balaski', 'Gene Drew', 'Peggy Stewart', 'Gerrit Graham', 'John Durren', 'Virgil Frye', 'James Gammon']",['Español'],['Español']
9314,La lluvia del diablo,film,1975,"['Ernest Borgnine', 'Eddie Albert', 'Ida Lupino', 'William Shatner', 'Keenan Wynn', 'Tom Skerritt', 'Joan Prather', 'Woodrow Chambliss', 'John Travolta', 'Claudio Brook', 'Lisa Todd', 'George Sawaya', 'Erika Carlsson', 'Tony Cortez', 'Anton LaVey', 'Diane LaVey', 'Robert Wallace']",['Español'],['Español']
9315,Culpable sin rostro,film,1975,"['Michael York', 'Richard Attenborough', 'Trevor Howard', 'Stacy Keach', 'Christopher Plummer', 'Susannah York']",['Español'],[]
9316,Busca tu refugio,film,1955,"['James Cagney', 'Viveca Lindfors', 'John Derek', 'Jean Hersholt', 'Grant Withers', 'Ernest Borgnine']",['Español'],[]
9317,Amor entre ruinas,film,1975,"['Katharine Hepburn', 'Laurence Olivier', 'Colin Blakely', 'Richard Pearson', 'Joan Sims', 'Leigh Lawson', 'Gwen Nelson', 'Robert Harris']",['Español'],[]
9318,Una vida marcada,film,1948,"['Victor Mature', 'Richard Conte', 'Mimi Aguglia', 'Shelley Winters', 'Fred Clark', 'Tommy Cook', 'Debra Paget']",['Español'],['Español']
9319,Lisboa,film,1956,"['Ray Milland', ""Maureen O'Hara"", 'Clude Rains', 'Yvonne Fumeaux', 'Francis Lederer', 'Percy Mamont', 'Jay Novello', 'Edward Chapman', 'Harold Jamieson']",['Español'],[]
9320,La torre del diablo,film,1972,"['Bryant Haliday', 'Jill Haworth', 'Anna Palk', 'William Lucas', 'Jack Watson', 'Derek Fowlds', 'Anthony Valentine', 'Mark Edwards', 'John Hamill', 'Gary Hamilton', 'George Coulouris', 'Dennis Price', 'Marianne Stone']",['Español'],[]
9321,El luchador de Kentucky,film,1949,"['John Wayne', 'Vera Ralston', 'Philip Dorn', 'Oliver Hardy', 'Marie Windsor', 'John Howard', 'Hugo Haas', 'Grant Withers', 'Odette Myrtil', 'Paul Fix', 'Mae Marsh', 'Jack Pennick']",['Español'],['Español']
9322,El riesgo del vértigo,film,1993,"['Michael Biehn', 'Nicolas Cage', 'James Coburn', 'Peter Fonda', 'Talia Shire', 'Sarah Trigger', 'Michael Constantine']",['Español'],['Español']
9323,El regreso del forajido,film,1948,"['Randolph Scott', 'Robert Ryan', 'Jacqueline White', 'Anne Jeffreys', 'Lex Barker', 'Walter Reed']",['Español'],['Español']
9324,El rebelde orgulloso,film,1958,"['Olivia De Havilland', 'Alan Ladd', 'Dean Jagger', 'David Ladd', 'Harry Dean Stanton', 'John Carradine']",['Español'],['Español']
9325,El guerrero del bosque,film,1996,"['Chuck Norris', 'Terry Kiser', 'Max Gail', 'Roscoe Lee Browne', 'Megan Paul']",['Español'],['Español']
